title,age_certification,genre,imdb_rating,imdb_votes
Doctor,Unknown,Action,7.5,"15,996"
Walk. Ride. Rodeo.,TV-PG,Biography,6.4,"2,476"
Ever After High,TV-Y,Animation,7.7,"1,218"
Te3n,Unknown,Drama,7.2,"13,124"
Ray,TV-14,Crime,7.1,"8,895"
Life After Death with Tyler Henry,TV-MA,Reality-TV,5.9,998
Amanda Knox,TV-MA,Documentary,6.9,"24,777"
Chief of Staff,Unknown,Drama,7.9,576
Cowspiracy: The Sustainability Secret,Not Rated,Documentary,8.1,"25,357"
Stolen Away,TV-14,Crime,7.1,"2,397"
My Perfect Landing,TV-G,Family,6.4,181
Kiss Me First,TV-MA,Drama,6.2,"3,972"
Danger Mouse,TV-Y7,Animation,7.1,604
When Heroes Fly,Unknown,Action,7.1,"3,241"
The Adventures of Puss in Boots,TV-Y7,Animation,6.5,"1,759"
Rising High,TV-MA,Comedy,5.9,"5,105"
Sweet & Sour,TV-14,Comedy,6.7,"2,624"
Intuition,TV-MA,Crime,5.5,"2,788"
Middleditch & Schwartz,TV-MA,Comedy,8.6,"5,411"
My Holo Love,TV-14,Drama,7.6,"2,601"
Wild Babies,TV-PG,Documentary,7.7,546
My Father's Violin,TV-14,Drama,6.4,"3,365"
Barry,Unknown,Biography,5.9,"7,265"
Killer Inside: The Mind of Aaron Hernandez,TV-MA,Documentary,7.4,"17,311"
Masha and the Bear,TV-Y,Animation,7.5,"3,219"
Mortel,TV-MA,Crime,6.4,"1,492"
See You Yesterday,TV-MA,Action,5.2,"10,895"
The G Word with Adam Conover,TV-MA,Documentary,6.8,799
Irul,Unknown,Mystery,5.8,"3,204"
Little Witch Academia,TV-Y7,Animation,7.8,"3,297"
The Goop Lab,TV-MA,Documentary,2.5,"3,351"
Sisters,TV-MA,Drama,7.4,"1,788"
Sophie: A Murder in West Cork,TV-14,Documentary,6.8,"5,424"
Pup Academy,TV-Y7-FV,Family,6.6,535
The Devil Next Door,TV-MA,Documentary,7.6,"13,589"
Win It All,TV-MA,Comedy,6.2,"9,400"
The Disciple,TV-MA,Drama,7.1,"2,636"
The Ripper,TV-MA,Documentary,7.1,"9,637"
Marlon,TV-PG,Comedy,6.9,"4,229"
Omniscient,Unknown,Drama,6.5,"2,165"
The Hidden Lives of Pets,Unknown,Documentary,7.2,610
Opening Night,Not Rated,Comedy,6,"2,694"
Kotaro Lives Alone,TV-14,Comedy,8.4,371
Somos.,TV-MA,Crime,7.1,"1,166"
What Did Jack Do?,TV-14,Short,6.4,"12,837"
The Minimalists: Less Is Now,TV-14,Documentary,5.9,"4,230"
Asphalt Burning,TV-14,Action,5.1,"2,375"
The Neighbor,Not Rated,Crime,5.8,"7,785"
Happy Anniversary,TV-MA,Comedy,5.7,"4,323"
Shanghai Fortress,Unknown,Action,4.4,"2,429"
The Breaker Upperers,Unknown,Comedy,5.9,"6,210"
Disclosure,TV-MA,Documentary,8.2,"5,514"
You Are My Spring,Unknown,Drama,7.4,638
Call My Agent Bollywood,TV-MA,Comedy,6.9,"6,234"
Big Timber,Unknown,Reality-TV,6.8,827
Japan Sinks: 2020,TV-MA,Animation,6.4,"3,058"
Gigantosaurus,TV-Y,Animation,6.5,178
All for Love,TV-MA,Drama,7,201
Hot Date,Unknown,Comedy,7.1,644
Criminal: Germany,Unknown,Crime,7.6,"5,290"
Rilakkuma and Kaoru,TV-PG,Animation,8.2,"1,680"
The Endless Trench,TV-MA,Drama,7.2,"6,519"
Always a Witch,TV-14,Drama,6.2,"2,503"
School of Chocolate,TV-PG,Game-Show,7.6,"1,853"
Oh My Baby,Unknown,Drama,7.1,251
Malibu Rescue,TV-Y7,Action,5,"1,308"
Rhys Nicholson: Live at the Athenaeum,Unknown,Comedy,7.5,356
Cardcaptor Sakura,TV-Y7-FV,Animation,8,"5,077"
Brews Brothers,TV-MA,Comedy,5.1,"1,982"
Pottersville,PG-13,Comedy,5.4,"4,767"
Crime Scene: The Times Square Killer,TV-MA,Documentary,6.5,"4,305"
The Boss Baby: Back in the Crib,TV-Y7,Animation,6.1,190
Girls from Ipanema,TV-MA,Drama,7.8,"3,530"
Skater Girl,PG,Drama,6.6,"4,368"
Paskal,TV-14,Action,6.5,"3,074"
Misty,TV-MA,Drama,8,664
Sintonia,TV-MA,Crime,6.6,"1,223"
Cooked with Cannabis,TV-MA,Reality-TV,6.5,365
Vampires,TV-MA,Drama,5.7,"1,314"
Offering to the Storm,TV-MA,Crime,6.2,"6,594"
Norm Macdonald: Nothing Special,Unknown,Comedy,7.6,"1,742"
The Great Heist,TV-MA,Crime,7.3,"2,613"
Hilda and the Mountain King,TV-Y7,Animation,7.7,"2,557"
The Chase,Unknown,Crime,6.6,"3,104"
Curon,TV-MA,Drama,5.9,"4,179"
Duck Duck Goose,PG,Animation,5.7,"3,754"
37 Seconds,Unknown,Drama,7.4,"2,795"
The Who Was? Show,Unknown,Short,6.6,620
Who Would You Take to a Deserted Island?,TV-MA,Drama,5.3,"2,528"
Anonymously Yours,Unknown,Drama,5.7,"1,823"
Close Enemies,TV-MA,Drama,6.4,"2,698"
Wild District,TV-MA,Action,8.1,"1,949"
Amandla,TV-MA,Crime,5.6,401
Elite Short Stories: Carla Samuel,TV-MA,Short,6.8,"2,725"
Bloodride,TV-MA,Drama,6.4,"3,760"
The Raincoat Killer: Chasing a Predator in Korea,TV-MA,Documentary,6.4,"2,364"
Nothing to Lose,Unknown,Drama,6.6,131
Handsome: A Netflix Mystery Movie,TV-MA,Comedy,5.2,"4,702"
Dave Chappelle: Sticks & Stones,TV-MA,Comedy,8.4,"26,427"
Heart Parade,TV-PG,Comedy,5,570
Amateur,TV-MA,Drama,5.9,"4,547"
Criminal: France,Unknown,Crime,7.2,"4,140"
The Silence of the Marsh,TV-MA,Thriller,5,"3,889"
The Cabin with Bert Kreischer,TV-MA,Comedy,6.9,"1,745"
My Suicide,Not Rated,Comedy,7,"2,032"
The Awakening of Motti Wolkenbruch,Unknown,Comedy,6.6,"4,417"
Bon Cop Bad Cop,R,Action,6.7,"12,733"
High Score,TV-14,Documentary,7.4,"8,048"
Christmas with a View,TV-PG,Drama,5.1,"4,607"
American Son,TV-MA,Drama,5.8,"7,112"
The Beast,TV-MA,Action,5.2,"4,377"
Pagglait,TV-14,Comedy,6.9,"9,446"
Amina,TV-14,Action,3.9,333
Reality Z,TV-MA,Comedy,5.6,"2,547"
Next in Fashion,TV-14,Reality-TV,7.3,"3,728"
Chip and Potato,TV-Y,Animation,6.4,167
Deadly Switch,Unknown,Mystery,4.5,"1,396"
Rugal,Unknown,Action,6.2,983
Accidentally in Love,TV-14,Drama,7.4,"1,177"
Why Did You Kill Me?,TV-MA,Documentary,5.6,"4,289"
Tiny House Nation,TV-PG,Reality-TV,7.1,"1,176"
Stand by Me Doraemon,TV-PG,Animation,7.3,"8,136"
Theo Von: Regular People,TV-MA,Comedy,5.1,895
Baking Impossible,TV-PG,Game-Show,7,"1,187"
Diablero,TV-MA,Adventure,6.7,"2,615"
Medal of Honor,TV-MA,Documentary,8.2,"1,742"
Karma's World,TV-PG,Animation,6.3,175
Mob Psycho 100,Unknown,Sci-Fi,5.2,531
Racket Boys,TV-14,Comedy,4.1,"27,616"
Kakegurui,Unknown,Drama,6.7,"1,059"
Burn Out,TV-MA,Action,6.2,"3,860"
Navarasa,TV-MA,Drama,5.8,"3,580"
Meskina,Unknown,Comedy,5.6,967
Kid Cosmic,TV-Y7,Animation,7.9,"1,462"
Last Chance U: Basketball,TV-MA,Documentary,8.3,"2,606"
Battle Kitty,TV-Y7,Animation,6.4,167
Forgive Us Our Trespasses,TV-14,Short,6.4,"1,561"
Into the Inferno,Unknown,Documentary,7.2,"8,834"
My Husband Won't Fit,TV-MA,Drama,6.7,835
Romeo Akbar Walter,Not Rated,Action,6.6,"5,862"
What We Wanted,TV-MA,Drama,5.9,"1,837"
Love Per Square Foot,TV-14,Comedy,7.2,"8,432"
If I Hadn't Met You,TV-MA,Drama,7.5,"2,491"
"Vengeance Is Mine, All Others Pay Cash",TV-MA,Action,7,629
Cocaine Cowboys: The Kings of Miami,TV-MA,Documentary,7.1,"2,793"
Good Morning Call,TV-14,Comedy,7.5,"3,199"
All Hail,TV-MA,Comedy,5.6,"3,296"
The Cursed,Unknown,Drama,7.1,501
Nobody's Looking,Unknown,Comedy,7.7,"2,085"
Midnight at the Magnolia,TV-G,Comedy,5.8,"5,430"
A Christmas Prince: The Royal Baby,TV-PG,Family,5.4,"6,844"
ReBoot: The Guardian Code,TV-Y7-FV,Action,3.8,"1,213"
Waffles + Mochi,TV-Y,Family,7.4,496
Aurora,Unknown,Drama,Unknown,Unknown
Dick Johnson Is Dead,PG-13,Documentary,7.4,"6,636"
Voir,TV-MA,Documentary,6.8,"1,377"
World of Winx,TV-Y7,Animation,6.7,737
WWII in Color: Road to Victory,Unknown,Documentary,8.2,"1,832"
Class of '83,TV-14,Action,5.8,"5,674"
Five Came Back,TV-14,Documentary,8.3,"4,756"
Thus Spoke Kishibe Rohan,TV-MA,Animation,7.5,"1,314"
Modest Heroes,PG,Animation,6.6,"2,745"
Octonauts: Above & Beyond,TV-Y,Animation,7.4,100
Trolls: The Beat Goes On!,TV-G,Animation,5.8,817
The War Next-door,TV-MA,Comedy,5.7,466
Bad Seeds,TV-MA,Comedy,7.3,"5,593"
Losers,Unknown,Documentary,7.6,"1,805"
AK vs AK,TV-MA,Action,6.9,"14,362"
Carole & Tuesday,TV-MA,Animation,7.8,"2,088"
XOXO,TV-MA,Drama,5.3,"7,049"
Puffin Rock,TV-Y,Animation,8.6,932
Untold: Caitlyn Jenner,TV-PG,Documentary,6.4,"2,676"
The Perfect Dictatorship,TV-MA,Comedy,7.2,"5,542"
Looop Lapeta,TV-MA,Action,5.2,"4,650"
Go! Live Your Way,TV-Y7,Comedy,6.8,663
Robin Robin,G,Animation,7,"5,794"
Another Miss Oh,Unknown,Comedy,7.8,"1,932"
Divines,Unknown,Crime,7.4,"9,912"
Bulbbul,TV-MA,Drama,6.5,"12,049"
Budapest,TV-MA,Comedy,5.4,"3,037"
The River Runner,Unknown,Documentary,6.9,"1,755"
Rotten,Unknown,Documentary,7.2,"3,797"
Hymn of Death,Unknown,Drama,7.6,"1,288"
For Jojo,Unknown,Drama,3.9,253
Nobody Knows I'm Here,TV-MA,Drama,6.5,"4,271"
MaveriX,TV-G,Drama,5.9,156
You Cannot Hide,TV-MA,Action,6.4,"1,136"
The Minions of Midas,TV-MA,Crime,6.6,"4,226"
Dragons: Rescue Riders,TV-Y,Animation,6,330
The Confession Killer,TV-14,Documentary,7.4,"9,222"
Dear Mother,TV-MA,Comedy,5.8,"1,529"
Despite Everything,TV-MA,Comedy,5.4,"5,074"
Blood Sisters,TV-MA,Crime,5.3,947
A Very Murray Christmas,TV-MA,Comedy,5.5,"15,499"
Marco Polo: One Hundred Eyes,Unknown,Action,7.7,"11,027"
Once Again,Unknown,Comedy,8.4,338
Sun Dogs,TV-MA,Comedy,6.2,"2,354"
David A. Arnold: It Ain't for the Weak,TV-MA,Documentary,6.5,181
Love,TV-PG,Drama,6.7,483
The Motive,TV-MA,Comedy,6.5,"6,007"
A Cop Movie,R,Documentary,7,"1,816"
Thermae Romae Novae,TV-MA,Animation,7,842
Oggy and the Cockroaches,TV-Y,Animation,7.4,"4,363"
Sh??h??razade,TV-MA,Drama,7.1,"2,289"
Victim Number 8,Unknown,Action,7,"2,066"
Get Organized with the Home Edit,TV-PG,Reality-TV,5.4,"1,561"
Gridlocked,R,Action,5.8,"4,650"
Crazyhead,Unknown,Comedy,7.2,"5,075"
MeatEater,TV-14,Documentary,7.5,"1,516"
Lu Over the Wall,PG,Animation,6.8,"2,323"
High Risk,R,Action,6,"4,326"
Athlete A,PG-13,Documentary,7.6,"11,138"
Candy Jar,TV-14,Comedy,5.8,"5,180"
Fearless,TV-Y7,Animation,4.9,"1,776"
Seis Manos,TV-MA,Animation,7.1,"1,644"
Neo Yokio,TV-MA,Animation,5.9,"3,416"
"Bob Ross: Happy Accidents, Betrayal & Greed",TV-14,Documentary,6.9,"5,981"
Sad Hill Unearthed,Unknown,Documentary,7.4,"1,662"
Nicky Jam: El Ganador,Not Rated,Biography,7.7,"1,170"
Heart Shot,TV-14,Short,4.8,689
Dope,TV-MA,Documentary,7.3,"1,687"
Lead Me Home,PG-13,Short,6.3,"3,640"
Love Jacked,PG-13,Comedy,5.8,"2,259"
Soni,TV-MA,Crime,7.1,"2,828"
Bombay Begums,TV-MA,Drama,5.2,"4,915"
The Casketeers,TV-14,Documentary,7.4,472
Skylines,Unknown,Crime,7.5,"2,700"
Virunga,Not Rated,Documentary,8.2,"11,569"
Ultimate Beastmaster,TV-Y7,Game-Show,7.2,"2,459"
Collision,R,Action,5.9,"3,233"
Sirius the Jaeger,TV-MA,Animation,6.8,"1,984"
Barbie: Dolphin Magic,TV-G,Animation,5.6,807
Blackpink: Light Up the Sky,TV-14,Documentary,7.3,"6,617"
Bill Nye Saves the World,TV-14,Comedy,3.8,"7,365"
Tokyo Trial,Unknown,Drama,7.3,"1,658"
Pac-Man and the Ghostly Adventures,TV-Y7,Animation,4.5,710
The Neighbor,Unknown,Action,6.5,"2,203"
40 Years Young,TV-MA,Comedy,4.4,510
No Regrets in Life,Unknown,Drama,7.1,20
Super Me,Unknown,Drama,5.8,"1,653"
Babies,Unknown,Documentary,6.9,788
Squared Love,TV-14,Comedy,5.1,"3,227"
Private Lives,Unknown,Crime,6.6,634
Johnny Test,TV-Y7,Animation,6.3,379
Find Yourself,Unknown,Drama,7.7,227
Taylor Tomlinson: Look at You,TV-MA,Documentary,7.3,"2,250"
Forever Rich,TV-MA,Comedy,5.5,"1,052"
100 Meters,Unknown,Biography,7.5,"6,362"
Les de l'hoquei,TV-MA,Drama,6.9,457
Paava Kadhaigal,Unknown,Drama,8.1,"6,790"
Hotel Transylvania: The Series,TV-Y7,Animation,5.4,743
Angry Birds: Summer Madness,TV-Y7,Animation,5.7,673
Airplane Mode,TV-PG,Comedy,5.1,"2,649"
The School Nurse Files,TV-MA,Comedy,6.4,"1,241"
Child of Kamiari Month,TV-PG,Animation,5.9,867
Force 2,Not Rated,Action,6.2,"5,637"
Come Sunday,TV-14,Biography,6,"2,328"
Christmas Wedding Planner,PG,Romance,4.3,"6,019"
Jinn,TV-14,Drama,3.4,"10,184"
Django & Django,Unknown,Documentary,6.9,"1,115"
The Kingdom,TV-MA,Crime,6.5,"1,414"
Arlo the Alligator Boy,TV-Y7,Animation,6.4,"1,134"
Long Shot,TV-14,Documentary,7.4,"7,990"
In Family I Trust,TV-MA,Comedy,6.2,"3,267"
The Falls,Unknown,Drama,7,"1,692"
The Crimes That Bind,TV-14,Crime,6.7,"4,066"
"Hello, Me!",Unknown,Comedy,7.3,617
Procession,R,Documentary,7.2,"1,201"
Still Out of My League,Unknown,Comedy,5.5,853
Tiger & Bunny,TV-14,Animation,7.3,"1,054"
Godzilla Singular Point,TV-14,Animation,6.5,"1,721"
Drive,Not Rated,Action,3.1,"7,763"
Love Aaj Kal,Unknown,Drama,4.7,"10,304"
The Family,TV-14,Documentary,6.4,"3,678"
And Tomorrow the Entire World,TV-MA,Crime,6,"3,298"
Criminal: Spain,Unknown,Crime,6.9,"4,230"
Paradise Beach,TV-MA,Action,4.6,"2,291"
Ali Wong: Don Wong,TV-MA,Comedy,6.6,"2,517"
Double Dad,TV-G,Comedy,5.6,"1,312"
Let's Dance,TV-MA,Comedy,5.9,"1,456"
Love Me Instead,TV-MA,Drama,7,"2,676"
The Parisian Agency: Exclusive Properties,TV-14,Reality-TV,7.5,704
Advantageous,Not Rated,Drama,6.1,"5,561"
Clair Obscur,Unknown,Drama,6.4,"2,523"
Live,Unknown,Comedy,8.3,"1,323"
The Victims' Game,TV-MA,Crime,7.3,"1,441"
Eden,TV-Y7,Animation,6.6,"1,205"
"Money, Explained",TV-14,Documentary,6.9,"2,313"
Confessions of an Invisible Girl,TV-PG,Comedy,5.2,"1,111"
Wheels of Fortune,R,Comedy,5.4,831
Undefeated,PG-13,Documentary,7.7,"7,098"
7Seeds,TV-MA,Animation,6.3,"1,459"
The Fix,TV-MA,Comedy,7,"1,986"
Under the Riccione Sun,TV-MA,Comedy,5.6,"2,664"
Mercy,TV-MA,Drama,4.1,"3,519"
Gunjan Saxena: The Kargil Girl,TV-14,Action,5.6,"34,797"
So Not Worth It,TV-14,Comedy,7,"1,135"
Caught by a Wave,TV-14,Drama,5.8,"1,329"
Shiny_Flakes: The Teenage Drug Lord,TV-MA,Documentary,7.3,"4,909"
Team Kaylie,TV-PG,Comedy,4.2,359
Adam Sandler: 100% Fresh,TV-MA,Comedy,7.5,"5,309"
Jinn,PG-13,Fantasy,4.1,"4,745"
Grudge,TV-MA,Crime,5.5,"4,348"
Metal Shop Masters,TV-MA,Game-Show,5.6,590
Je Suis Karl,TV-MA,Drama,5.5,"1,177"
Ultraviolet,TV-MA,Crime,6.9,"1,636"
Toolsidas Junior,TV-14,Drama,7.4,"2,162"
A Secret Love,TV-MA,Documentary,7.8,"4,469"
Pel??,TV-14,Documentary,7,"4,356"
A Christmas Prince: The Royal Wedding,TV-PG,Drama,5.3,"10,805"
Roohi,Unknown,Comedy,4.3,"10,189"
Rabbids Invasion,TV-Y7,Animation,5.3,"1,975"
Middle of Nowhere,R,Drama,6.5,"1,859"
Life,Unknown,Drama,7.5,753
The Forty-Year-Old Version,R,Comedy,7.2,"5,073"
The Toys That Made Us,TV-14,Documentary,8,"5,709"
Imperial Dreams,TV-MA,Drama,6.7,"4,549"
Generation 56K,TV-14,Comedy,7.4,"2,496"
The Standups,Unknown,Comedy,6.6,"1,300"
One-Way to Tomorrow,TV-MA,Comedy,5.6,"5,035"
History of Swear Words,TV-MA,Documentary,6.4,"4,966"
John Mulaney & the Sack Lunch Bunch,TV-PG,Comedy,7.4,"3,561"
"My Brother, My Sister",TV-14,Drama,6,979
Misha and the Wolves,PG-13,Documentary,6.7,"2,613"
Ricky Gervais: Humanity,TV-MA,Comedy,7.9,"20,850"
The Turning Point,TV-MA,Crime,6.2,722
Malibu Rescue: The Next Wave,Unknown,Action,4.8,862
Boomika,Unknown,Horror,5.5,"2,576"
Newton's Cradle,Unknown,Drama,8,"1,708"
Fate: The Winx Saga - The Afterparty,Unknown,Comedy,6.2,83
Love Like the Falling Petals,TV-14,Drama,6.4,475
Yowamushi Pedal,Unknown,Animation,7.7,846
Donkeyhead,Unknown,Drama,6.1,277
The Warning,TV-MA,Adventure,5.9,"6,425"
Take Your Pills,TV-14,Documentary,6.3,"5,207"
The Final Table,TV-PG,Reality-TV,7.6,"4,255"
Kevin Hart: What Now?,R,Documentary,5.9,"9,557"
Bright: Samurai Soul,TV-14,Animation,5.5,864
The Battered Bastards of Baseball,Unknown,Documentary,8,"4,130"
Awake,Not Rated,Action,5,"3,567"
The Confession Tapes,TV-MA,Documentary,7.5,"5,428"
Mobile Suit Gundam Unicorn,TV-PG,Animation,7.7,"1,394"
Challenger: The Final Flight,TV-14,Documentary,7.8,"7,056"
Diagnosis,Unknown,Documentary,7.7,"1,137"
Rainbow High,TV-Y,Animation,5.6,150
Drug Squad: Costa del Sol,Unknown,Action,6.8,587
Lucid Dream,Unknown,Sci-Fi,6.1,"3,735"
Hospital,Unknown,Horror,3.1,416
It's Bruno!,TV-MA,Comedy,7.4,"2,958"
Pyaar Ka Punchnama 2,Not Rated,Comedy,7.3,"15,310"
Alien Warfare,Not Rated,Action,2.6,"3,556"
The Orbital Children,TV-14,Animation,6.4,623
Breaking Boundaries: The Science of Our Planet,TV-PG,Documentary,7.8,"2,786"
Sardar Ka Grandson,TV-14,Comedy,4.2,"4,598"
Marilyn's Eyes,Unknown,Comedy,6.6,"1,503"
Ginny Weds Sunny,TV-MA,Comedy,5.7,"4,838"
One Day We'll Talk About Today,TV-14,Drama,7.4,"1,187"
Sarah Cooper: Everything's Fine,TV-MA,Comedy,5.5,"1,740"
The Crew,TV-MA,Action,6.3,"5,174"
Feels Like Ishq,TV-MA,Comedy,6.4,"1,569"
The Ghost Bride,Unknown,Drama,6.3,761
Swap Shop,TV-14,Reality-TV,6.6,376
Stand Out: An LGBTQ+ Celebration,TV-MA,Documentary,6,694
I Am Vengeance: Retaliation,R,Action,3.5,"2,915"
Numberblocks,TV-Y,Animation,8.6,227
Hurts Like Hell,TV-MA,Biography,7.4,247
"Strip Down, Rise Up",R,Documentary,5.3,678
Dinotrux,TV-Y7-FV,Animation,6.7,468
Ali's Wedding,TV-MA,Comedy,6.9,"5,063"
My Happy Family,Unknown,Drama,7.4,"3,938"
Beyond Stranger Things,TV-PG,Documentary,7.4,"2,067"
Good Sam,TV-PG,Comedy,5.7,"3,023"
The Innocence Files,TV-MA,Documentary,7.9,"2,811"
Earth and Blood,TV-MA,Action,5.2,"2,637"
Almost Love,Not Rated,Comedy,5.7,"1,158"
"Frankenstein's Monster's Monster, Frankenstein",TV-14,Short,5.8,"2,222"
I Hear You,Unknown,Comedy,7.2,638
True and the Rainbow Kingdom,TV-Y,Animation,7,462
Haunted: Latin America,TV-14,Horror,5.3,588
My Only Love Song,TV-14,Comedy,7,689
Historical Roasts,TV-MA,Comedy,5.4,"1,731"
Shirkers,TV-14,Documentary,7.4,"5,215"
Ankahi Kahaniya,TV-14,Drama,5.5,896
Hyena,Unknown,Drama,7.7,819
Go! Go! Cory Carson,TV-Y,Animation,7.8,250
Munafik 2,Unknown,Horror,5.5,"1,722"
Only You,Unknown,Action,7.3,"5,301"
Jo Pil-ho: The Dawning Rage,Not Rated,Action,6.3,"2,246"
Jagame Thandhiram,TV-MA,Action,5.8,"11,860"
Flint Town,TV-MA,Documentary,7.8,"3,745"
"Live Twice, Love Once",TV-MA,Comedy,7.2,"6,667"
Lego City Adventures,TV-Y7,Animation,6.7,199
Lego Jurassic World: Legend of Isla Nublar,Unknown,Animation,6.7,304
Wish You,Unknown,Drama,6.4,970
Sharkdog,TV-Y,Animation,5.9,174
Zero,TV-MA,Action,5.7,"1,326"
Mother,Unknown,Drama,6.8,"2,900"
Hannah Gadsby: Nanette,TV-MA,Documentary,8.1,"12,529"
The Motive,Unknown,Documentary,5.2,"1,551"
The Lies Within,Unknown,Drama,7,397
Toro,PG-13,Action,5.9,"3,288"
Handsome Siblings,Unknown,Action,7.9,646
Tigertail,PG,Drama,6.6,"3,635"
Wira,Unknown,Action,6.3,502
Casting JonBenet,TV-14,Documentary,6.1,"5,471"
Coin Heist,TV-14,Crime,4.8,"2,758"
The Mansion,PG-13,Comedy,4.6,"2,712"
We Are the Wave,Unknown,Drama,6.2,"2,738"
Inspector Gadget,TV-Y7,Animation,4.5,638
The Legend of Cocaine Island,TV-MA,Documentary,6.3,"3,365"
137 Shots,Unknown,Documentary,6.3,923
The Sound of Your Heart,Unknown,Comedy,8.2,"1,165"
Man in Love,Unknown,Drama,6.9,"1,835"
Annaatthe,Unknown,Action,4,"9,826"
Sakho & Mangane,TV-MA,Action,6.4,139
Dawn of the Croods,TV-Y7,Animation,5.8,735
"Michael Bolton's Big, Sexy Valentine's Day Special",TV-MA,Comedy,6.8,"2,149"
Strange Weather,R,Drama,6,"1,597"
Rocko's Modern Life: Static Cling,TV-Y7,Animation,6.9,"3,917"
The Guide to the Perfect Family,TV-MA,Comedy,6.4,"1,726"
Lenox Hill,TV-MA,Documentary,8.7,"2,345"
Inside Bill's Brain: Decoding Bill Gates,TV-14,Documentary,7.8,"11,017"
Barbie: It Takes Two,TV-G,Animation,6.2,38
Fastest Car,TV-MA,Documentary,7.1,"1,351"
DNA,TV-MA,Drama,6,"1,080"
Brother,TV-MA,Drama,6.7,"1,127"
The Disappearance of Madeleine McCann,TV-14,Documentary,6.6,"10,833"
The 101-Year-Old Man Who Skipped Out on the Bill and Disappeared,Unknown,Adventure,6.3,"6,076"
"Bikram: Yogi, Guru, Predator",TV-MA,Documentary,6.7,"7,651"
Mythomaniac,Unknown,Drama,6.8,"1,333"
Bodyguard,Not Rated,Action,4.7,"26,121"
World's Most Wanted,TV-14,Documentary,7.1,"2,591"
We Couldn't Become Adults,TV-MA,Drama,6.5,758
Huge in France,TV-MA,Comedy,6.8,"2,877"
Time Share,TV-MA,Drama,5.9,"2,829"
Spivak,TV-MA,Comedy,5.6,762
Ashley Garcia: Genius in Love,TV-PG,Comedy,6.7,409
Murder Mountain,Unknown,Documentary,6.8,"3,206"
Asakusa Kid,TV-MA,Biography,7.1,"1,311"
Persona,Unknown,Drama,6.6,"1,240"
Too Hot to Handle: Latino,TV-MA,Game-Show,5.3,298
Just Say Yes,TV-MA,Comedy,4.5,"1,990"
Zbrodnia,Unknown,Action,6.2,705
Dark Forces,Unknown,Action,2.7,623
Absurd Planet,TV-PG,Documentary,3.9,"1,500"
Audrie & Daisy,TV-14,Documentary,7.2,"6,669"
Prince of Peoria,TV-Y7,Comedy,5.9,492
Unrequited Love,Unknown,Drama,7,245
Shaitan,Not Rated,Action,7.2,"8,532"
Dealer,Unknown,Action,6.3,556
The Surgeon's Cut,TV-14,Documentary,8.5,"1,051"
The Square,Not Rated,Documentary,8,"9,074"
The Legend of White Snake,Unknown,Drama,7.3,244
Secrets of the Saqqara Tomb,TV-PG,Documentary,7.2,"6,434"
Booba,TV-Y7,Animation,7,428
Adventure Beast,TV-MA,Animation,5.2,589
Instant Hotel,Unknown,Reality-TV,7.3,"1,578"
Cinema Bandi,Unknown,Comedy,7.9,"2,524"
Secrets of Summer,TV-Y,Drama,6.1,142
Grandmaster,Not Rated,Action,6.9,"2,241"
Hyperdrive,TV-PG,Reality-TV,8,"2,659"
Ugly Delicious,TV-MA,Documentary,7.8,"3,567"
Savage Rhythm,Unknown,Drama,5.2,184
Trial by Media,TV-MA,Documentary,7.1,"3,228"
Archibald's Next Big Thing,TV-Y7,Animation,7.5,293
Menendez: The Day of the Lord,Unknown,Drama,4.9,"1,034"
Re: Mind,TV-MA,Mystery,4.9,"1,635"
Night on Earth,TV-PG,Documentary,8.1,"4,435"
Song Exploder,TV-MA,Documentary,7.4,794
Selfie 69,Unknown,Action,6.1,"1,766"
Murder by the Coast,TV-MA,Documentary,6.5,"2,204"
Bo Burnham: Make Happy,TV-MA,Comedy,8.3,"15,207"
Kevin Hart: Irresponsible,TV-MA,Comedy,6.5,"4,611"
Moving Art,Unknown,Documentary,8.6,468
Ghost Lab,TV-MA,Drama,5.2,"1,459"
Patriot Act with Hasan Minhaj,TV-MA,Comedy,8.3,"7,378"
The Killer,Unknown,Action,6,"2,683"
Love Is Blind: Japan,TV-PG,Reality-TV,7.1,578
Rock My Heart,TV-PG,Drama,6.5,"1,032"
Tony Robbins: I Am Not Your Guru,Not Rated,Documentary,6.6,"4,431"
Today We Fix the World,TV-14,Comedy,6.2,"1,020"
Sky Ladder: The Art of Cai Guo-Qiang,Unknown,Documentary,7.3,"1,476"
Miss India,TV-PG,Drama,3.6,"2,130"
November 13: Attack on Paris,Unknown,Documentary,8.3,"3,239"
Ultras,Unknown,Drama,6.2,"4,953"
El Final del Para??so,TV-MA,Action,5.1,227
Twelve Forever,TV-Y7,Animation,6.7,705
Black Dog,Unknown,Drama,7.7,196
Money Heist: The Phenomenon,TV-14,Documentary,7.5,"3,515"
Children of the Whales,TV-MA,Animation,7,"1,597"
Welcome to Wedding Hell,TV-14,Drama,6.1,152
Take the 10,Not Rated,Comedy,4.7,"3,191"
Cloudy with a Chance of Meatballs,TV-Y7,Animation,3.3,774
Battle: Freestyle,TV-MA,Drama,4.4,420
Queen Sono,TV-MA,Action,6,"1,262"
Been So Long,Unknown,Drama,5.5,"1,117"
Chef's Table: France,TV-14,Documentary,8.2,"1,751"
Tribhanga,TV-MA,Drama,6.2,"2,975"
Break,Unknown,Drama,5.8,"1,204"
